Feature,Correlation
kissing,0.007116601666740751
kit,-0.0019523032820335416
kitchen,-0.0016432048476240065
kite,-9.917012584517084E-4
kitten,-0.0012641953586989781
kitty,-0.0011087624989792283
klaatu,-0.0015283657247278082
kleenex,-7.84001486975171E-4
klingon,-9.917012584517084E-4
kn,-9.917012584517084E-4
knee,-0.0022452859409609386
kneel,-9.917012584517084E-4
kneeling,-7.84001486975171E-4
kneels,0.0036156001960225195
knees,4.274157822673875E-4
knew,-0.0034651154254049404
knife,-0.004409241022612428
knight,0.001704082202981612
knights,-9.917012584517084E-4
knives,0.001807951879538796
knob,0.004883081152756485
knock,0.002289068765022988
knock-knock,0.006409890313180304
knocked,0.0035128069038903027
knocking,2.471831824174552E-4
knockout,-7.84001486975171E-4
knocks,1.9339099292858838E-4
knot,0.003925262173246959
knots,-0.0012145958963774527
know,-0.005812396017455241
knowin,0.019261004087334905
knowing,-0.0022162561733532126
knowingly,-9.27648746263565E-4
knowledge,-2.445679941295064E-4
known,-0.0030704754460188174
knows,-0.003529429189983777
knox,-0.0017531879115482531
knoxs,-9.27648746263565E-4
knuckles,-0.0011087624989792283
kobayashi,-8.588332269309376E-4
kobo,-9.27648746263565E-4
koehler,-7.84001486975171E-4
kong,0.0066412992576567595
kook,-7.84001486975171E-4
korben,-0.0013579719608438582
korea,-9.27648746263565E-4
korean,0.00555136284819084
koreans,-7.84001486975171E-4
kostya,-0.0017177610659257223
kowolski,-7.84001486975171E-4
kramer,-0.0017879133457823439
krapkin,-7.84001486975171E-4
kraus,-7.84001486975171E-4
kreme,-8.588332269309376E-4
kremlin,-8.588332269309376E-4
krispee,-7.84001486975171E-4
kronenberg,-7.84001486975171E-4
kross,-0.001606803594003305
krueger,-0.001445680396069259
kumar,-0.004924025456026737
kumars,-0.0012145958963774527
kundun,-0.0011628834778207966
kung,0.007178461843565956
kurt,-0.001445680396069259
kurtz,-9.917012584517084E-4
kwisatz,-7.84001486975171E-4
kwon,-7.84001486975171E-4
kyle,-0.0028918121309522604
kyles,-0.001051861245719923
l,8.454197524541524E-4
l.,0.005303236503572925
l.a.,-0.002479571828848026
l.a.p.d.,-0.0012145958963774527
la,-0.0030773220321889424
la.,-0.001051861245719923
lab,8.902074105216448E-4
label,-0.0015680749461160909
labeled,-0.0011628834778207966
labor,0.0024133394598676397
laboratory,0.00452163545779283
labs,-7.84001486975171E-4
lace,-8.588332269309376E-4
laced,-7.84001486975171E-4
lack,-0.002074463395634465
lacking,-8.588332269309376E-4
lacks,-7.84001486975171E-4
lad,-0.0025286925071460217
ladder,-0.0016815884785703846
ladders,0.004883081152756485
laddie,-0.0011628834778207966
ladies,-0.0019683328327420127
lads,-0.0013579719608438582
lady,0.002073643512946861
ladys,-0.0014875974070639613
ladyship,-0.0013579719608438582
ladyships,-0.0011628834778207966
laid,-0.0013318899214330945
laigs,-7.84001486975171E-4
lair,-0.0011628834778207966
lake,-0.0030370752765431744
lama,-0.0013579719608438582
lamar,-9.27648746263565E-4
lamb,7.270194897359103E-4
lambs,-0.001051861245719923
lame,0.001164151859281777
laminated,-7.84001486975171E-4
lamp,-0.001644620943519138
lamps,-0.001051861245719923
lance,-9.917012584517084E-4
lancey,-0.0014875974070639613
land,-0.0026072853379930008
landed,-0.0018219774740905396
landing,-1.9949626607917496E-4
landlord,-0.001445680396069259
lando,-8.588332269309376E-4
landon,-0.0019835481883708197
lands,-5.398551040271306E-4
landscape,-9.27648746263565E-4
lane,4.7511246480254614E-4
lanes,-0.0011628834778207966
langford,-0.0017177610659257223
langfords,-9.27648746263565E-4
langley,-8.588332269309376E-4
language,-0.003345545131353281
languages,-0.0011087624989792283
lantern,-0.0012641953586989781
lao,0.006409890313180304
lap,-0.002479571828848026
lapd,0.007500092585240985
lapp,-7.84001486975171E-4
laptop,-0.0015283657247278082
larch,0.02031067748715033
large,-0.0028987776127741365
larger,-0.0018554167201464764
largest,-0.0012641953586989781
larkhill,-0.001051861245719923
larry,-0.0033450618306704203
larrys,0.0036740356531766655
larynx,-8.588332269309376E-4
las,-0.002132923474940684
laser,-0.0023782926317469314
lasers,-7.84001486975171E-4
lashes,-8.588332269309376E-4
last,-0.007585365990068152
lasted,-0.0014875974070639613
lasts,-9.917012584517084E-4
late,-6.14460672944203E-4
lately,-0.0030773220321889424
later,-0.003079821008944264
latesha,-0.001445680396069259
latest,-0.0023260018424055423
latex,-8.588332269309376E-4
lathrop,-0.0011628834778207966
latin,0.001704082202981612
latitude,-8.588332269309376E-4
latter,-0.001051861245719923
laugh,-0.0028188117795391967
laughed,-0.0018219774740905396
laughin,-7.84001486975171E-4
laughing,-0.0011138254197264547
laughs,0.0031555996913322612
laughter,-0.0025528988866283077
launch,0.0074697274074008195
launched,-0.0011087624989792283
launcher,-9.917012584517084E-4
launches,-0.0015283657247278082
launching,-8.588332269309376E-4
laundry,-0.001606803594003305
laura,-0.0017879133457823439
laurant,-8.588332269309376E-4
laurel,-0.0025768781812137184
laurels,-7.84001486975171E-4
lauren,-9.27648746263565E-4
laurie,-0.0029549407786457673
lauries,-7.84001486975171E-4
law,-0.003224986741748625
lawful,-8.588332269309376E-4
lawn,-0.0018554167201464764
lawrence,-7.84001486975171E-4
laws,-0.0021615612166290517
lawson,-0.0027388688137864412
lawsuit,-8.588332269309376E-4
lawsuits,-7.84001486975171E-4
lawyer,-0.004150260653246587
lawyers,1.9339099292858838E-4
lax,-7.84001486975171E-4
lay,-0.003999168768232517
layer,-0.001051861245719923
layers,-7.84001486975171E-4
laying,0.0035128069038903027
lays,0.0010853413502287818
layton,-0.0012145958963774527
lazar,-9.27648746263565E-4
lazarus,-0.0019835481883708197
lazlo,-7.84001486975171E-4
lazy,-0.0014875974070639613
le,0.0019168008911183009
leach,-8.588332269309376E-4
lead,-0.003224986741748625
leader,-0.0036951687722512443
leaders,-0.0016815884785703846
leadership,-0.001606803594003305
leading,-0.0026006366725066657
leads,9.030071301653644E-5
leaf,-0.0022177285894637087
league,-5.398551040271306E-4
leak,-0.0016815884785703846
leaking,-8.588332269309376E-4
lean,-0.0018554167201464764
leaned,-7.84001486975171E-4
leaning,-0.0015680749461160909
leans,-0.0013872881168777173
leap,0.0019168008911183009
leaping,-9.917012584517084E-4
leaps,0.0010282804151793576
learn,-0.0013958819082313684
learned,8.92732540981708E-4
learner,-9.27648746263565E-4
learning,-0.0021038963168498615
learns,-8.588332269309376E-4
lease,-0.001051861245719923
leash,-0.0015680749461160909
least,-0.004723721090260057
leather,-0.00201430887192669
leave,0.0014056727576750193
leavenworth,-8.588332269309376E-4
leaves,2.2980122095567316E-4
leavin,0.0036740356531766655
leaving,-0.003788555672913427
lecktor,-0.001606803594003305
lecktors,-9.917012584517084E-4
lecter,-0.002647514967578566
lecture,-0.0013579719608438582
led,-0.002670645982396667
ledge,-0.0013119215385158172
lednov,0.03476441059115165
lee,-0.003195027544960717
leeds,-0.0013119215385158172
leeloo,-0.0012145958963774527
leers,-7.84001486975171E-4
lees,-9.27648746263565E-4
lefferts,-0.0012641953586989781
left,-0.004337511667132912
left-handed,-9.27648746263565E-4
leftovers,-0.001051861245719923
lefty,-0.0029549407786457673
leftys,-8.588332269309376E-4
leg,5.235474182157735E-4
legacy,-7.84001486975171E-4
legal,-0.0027388688137864412
legally,-9.917012584517084E-4
legend,-0.002404012008403249
legendary,0.005801902198254598
legends,-0.0011628834778207966
legit,-9.27648746263565E-4
legitimate,0.0025564667664717895
legolas,-0.0014875974070639613
legs,0.004134491019784823
leia,-9.917012584517084E-4
leila,-8.588332269309376E-4
leisure,0.005801902198254598
leland,-0.0018219774740905396
lem,-0.0013318899214330945
lemay,-7.84001486975171E-4
lemon,-0.0011087624989792283
lemonade,-0.0014025117020763493
len,-0.0013119215385158172
lena,-9.917012584517084E-4
lend,-0.0013579719608438582
length,-0.0017531879115482531
lengths,-9.917012584517084E-4
lenny,-0.0017531879115482531
lens,-9.27648746263565E-4
lent,-8.588332269309376E-4
leo,-0.003400275547059403
leon,-0.0018219774740905396
leonard,-0.0026006366725066657
leonardo,-0.0011628834778207966
leonards,-9.917012584517084E-4
leopard,-7.84001486975171E-4
leopold,-0.002761235749339566
leos,-0.0012145958963774527
leper,-9.27648746263565E-4
lepers,-0.0013579719608438582
les,0.0013303602125769426
lesbian,-0.0011087624989792283
leslie,-9.27648746263565E-4
less,-0.005108284351780797
lesser,-9.917012584517084E-4
lesson,-0.0027163179859760554
lessons,0.001164151859281777
lest,0.007178461843565956
lester,-7.84001486975171E-4
let,-0.0026949653002580547
lethal,-0.0015283657247278082
leto,-0.0012641953586989781
lets,-0.0035167823728051674
letter,-0.003190025474341835
letters,0.008184851263467557
lettin,-7.84001486975171E-4
letting,-0.003400275547059403
lettuce,-9.917012584517084E-4
leukemia,-8.588332269309376E-4
level,-0.002123856222246743
levels,-0.0016815884785703846
lever,-0.0013579719608438582
leverage,-7.84001486975171E-4
levy,-0.0012641953586989781
lewis,0.0028727302089919097
lhasa,-0.0014025117020763493
li,-0.001051861245719923
liability,0.007178461843565956
liable,0.003925262173246959
liaison,-7.84001486975171E-4
liane,-0.0012145958963774527
liar,-0.0027834232258098705
liberal,-0.0013119215385158172
liberation,-8.588332269309376E-4
liberty,0.00555136284819084
library,-0.00201430887192669
libya,-0.0012145958963774527
lice,-7.84001486975171E-4
license,-0.003233312508083465
licensed,-8.588332269309376E-4
licenses,-7.84001486975171E-4
lichter,-7.84001486975171E-4
lick,-0.0018219774740905396
licked,-7.84001486975171E-4
licking,-0.0015283657247278082
licks,0.006905909777599555
lid,0.0024133394598676397
lie,-0.003478008982814253
lied,-0.002504252457750369
lies,0.0016625635280438304
lieutenant,-0.004986197921621716
lieutenants,-0.0012145958963774527
life,-0.0071394973273669424
lifeless,-9.27648746263565E-4
lifes,-0.0022177285894637087
lifesaver,-7.84001486975171E-4
lifestyle,-0.0011087624989792283
lifetime,0.0035128069038903027
lift,-0.0028918121309522604
lifted,-0.0014025117020763493
lifts,-0.0029962889725915804
light,8.30379853636248E-5
lighten,-0.001445680396069259
lighter,-0.0019205505199999051
lighthouse,-8.588332269309376E-4
lighting,0.006394753865821925
lightly,-0.0013119215385158172
lightning,0.0010091290969515428
lights,-0.0034453028284970196
lightyear,0.010818023551223625
lik,-8.588332269309376E-4
like,0.003561489709281484
liked,9.635240877391281E-4
likely,-0.0023522923826701393
likeness,-8.588332269309376E-4
likes,0.0015893858230972935
likewise,0.005303236503572925
liking,0.0030487904415905033
lil,-0.001644620943519138
lila,-8.588332269309376E-4
lilka,-0.0014025117020763493
limb,0.0034466914947370282
limbs,0.004883081152756485
lime,-0.0012145958963774527
limit,-0.0014875974070639613
limited,0.0019168008911183009
limits,-0.0014875974070639613
limo,-0.0017879133457823439
limousine,-0.0011087624989792283
limp,-0.0014025117020763493
lincoln,8.63820077299694E-4
linda,-3.3240702512538826E-4
lindsay,-8.588332269309376E-4
line,-0.00635355084102744
lined,-0.0015680749461160909
linen,-8.588332269309376E-4
lines,-0.0030370752765431744
ling,-0.0015680749461160909
linger,0.005303236503572925
lingering,0.004883081152756485
lingers,-0.001051861245719923
lings,0.005801902198254598
lining,-0.0013119215385158172
link,-0.0019835481883708197
linked,-7.84001486975171E-4
linsky,-8.588332269309376E-4
lion,0.013993548252847864
lions,0.014942287245908424
lip,0.006799252865519365
lipnik,-0.0012145958963774527
liposuction,-7.84001486975171E-4
lippman,-9.917012584517084E-4
lips,0.005856906915186318
lipstick,0.0032392990570812665
liquid,-0.001606803594003305
liquor,-0.002132923474940684
lisa,-0.0019523032820335416
lisbon,-9.27648746263565E-4
lisca,-8.588332269309376E-4
list,-0.004029838867964059
listed,-0.0012145958963774527
listen,-0.003977188860121286
listened,-0.001606803594003305
listening,1.841285571758587E-4
listens,-1.075749264117812E-5
liston,-9.27648746263565E-4
lists,-9.27648746263565E-4
lit,-0.0017531879115482531
lite,-0.0011087624989792283
literally,-0.0017531879115482531
literary,-0.001051861245719923
literature,0.008205304527980276
litter,-7.84001486975171E-4
little,-0.002469759158680313
litzke,-7.84001486975171E-4
live,-3.992412216815276E-4
lived,-0.0014822349940410238
livelihood,-9.917012584517084E-4
lively,-7.84001486975171E-4
liver,0.006164145404407681
lives,-0.0037705450037619965
livid,0.005801902198254598
livin,-0.0014875974070639613
living,-0.006278065897671074
liz,-0.0030167509290611933
lizard,-0.0012641953586989781
lizardo,-0.0011628834778207966
ll,-0.0018219774740905396
lloyd,-8.588332269309376E-4
lo,0.002278670905191052
load,0.0030710530024909023
loaded,-0.002454643363636462
loading,-0.0014875974070639613
loads,-0.0012145958963774527
loaf,0.0032392990570812665
loan,-0.0018219774740905396
loaned,-0.001051861245719923
loans,-8.588332269309376E-4
loathing,-7.84001486975171E-4
loathsome,-7.84001486975171E-4
lobby,-0.0022177285894637087
lobotomy,-7.84001486975171E-4
lobster,-0.001445680396069259
local,-0.0031562791825725956
locals,-0.0011628834778207966
locate,-0.0018554167201464764
located,-0.0012641953586989781
location,-0.0025286925071460217
lock,-0.004090491453320789
locke,-7.84001486975171E-4
locked,8.2313056883838E-4
locker,2.471831824174552E-4
lockers,-7.84001486975171E-4
locking,-0.0011087624989792283
locks,-0.0017531879115482531
locksley,0.002031133682755111
loco,-8.588332269309376E-4
locusts,-8.588332269309376E-4
lodge,-0.0013579719608438582
lodged,0.005801902198254598
loeb,-9.27648746263565E-4
loew,-0.0013119215385158172
log,-0.001445680396069259
logan,-0.003214226911806475
logans,-0.0014875974070639613
logged,-7.84001486975171E-4
logic,-0.001445680396069259
logical,-0.001445680396069259
logo,-0.0012145958963774527
lois,-0.0018554167201464764
lola,-0.0012145958963774527
london,-0.0031170501392558812
lone,-3.752328619391934E-4
loneliness,-0.0011628834778207966
lonely,-8.41495556553939E-4
lones,-0.001051861245719923
lonesome,0.00452163545779283
long,-0.0052215109605785945
longer,0.0015949473305021712
longest,-0.001445680396069259
longs,-0.0011087624989792283
longshanks,-0.001644620943519138
lonnegan,-0.0014875974070639613
lonnegans,-8.588332269309376E-4
look,0.0039618192410313755
looked,-0.004017271757170596
lookin,0.007108188885550513
looking,-8.197781072208493E-4
lookit,0.01110266336993641
lookout,-7.84001486975171E-4
looks,0.0039013679503413436
loomis,-0.0013119215385158172
looney,-0.0013579719608438582
loop,-0.0011628834778207966
loose,-3.141945529450454E-4
looseleaf,0.0034466914947370282
loosen,-9.917012584517084E-4
loot,-9.917012584517084E-4
looters,-8.588332269309376E-4
lopez,-0.0013119215385158172
lopresti,-9.917012584517084E-4
lord,-0.002495850383545993
lords,-0.0014875974070639613
lordy,-8.588332269309376E-4
loretta,-7.84001486975171E-4
lorry,-7.84001486975171E-4
los,0.0012217606831730161
lose,-0.0044637896179456505
loser,-1.075749264117812E-5
losers,-0.0013579719608438582
loses,0.0014182114808193173
losin,-9.27648746263565E-4
losing,-0.0020528622744596784
loss,-0.00284895065999877
losses,-0.0011087624989792283
lost,-0.002662390022665731
lot,-0.001215692387171733
lots,0.0015373881488654007
lotsa,0.004883081152756485
lotta,-7.322697784068588E-4
lottery,-0.0012145958963774527
lottie,-9.917012584517084E-4
lou,-0.002044607187941813
loud,0.003890545763162852
louder,0.00322273440636515
loudly,-0.0018219774740905396
louie,-0.0017177610659257223
louis,-0.0029962889725915804
louise,-0.0019835481883708197
lounds,-0.001051861245719923
lounge,-0.0017177610659257223
lousy,-1.0688843959143206E-4
love,7.000767836130938E-5
loved,-0.002423217377946082
lovely,0.0015786836050552535
lover,-0.0025528988866283077
lovers,-0.0021038963168498615
loves,0.003857272320521562
loving,-5.92822865161328E-5
lovingly,-0.0012641953586989781
low,0.0011333787685819188
lowe,0.024464783234256826
lowell,-9.27648746263565E-4
lower,6.719968765616086E-4
lowered,-9.27648746263565E-4
lowering,-9.27648746263565E-4
lowers,0.007003924953894455
lowery,-9.27648746263565E-4
lowest,-0.001051861245719923
lowlife,-8.588332269309376E-4
lowrey,-0.003507180866206774
lowreys,-0.0014875974070639613
lowry,-0.001644620943519138
loyal,-0.0026006366725066657
loyalty,-0.002044607187941813
ls,-9.917012584517084E-4
lt.,-0.0015283657247278082
luc,-0.001051861245719923
lucas,-0.0014875974070639613
lucid,-0.0012641953586989781
lucinnius,-0.001644620943519138
luck,-0.0033252025574920657
luckiest,-7.84001486975171E-4
luckily,-9.27648746263565E-4
lucky,-8.768484264437505E-4
lucy,0.006394753865821925
ludicrous,-9.27648746263565E-4
lug,-8.588332269309376E-4
luggage,-0.001445680396069259
luis,-0.0011087624989792283
luke,0.001123610883455732
lukes,-9.27648746263565E-4
lukich,-9.917012584517084E-4
lulu,-9.917012584517084E-4
lump,-0.0012641953586989781
lumpy,-8.588332269309376E-4
luna,-9.27648746263565E-4
lunar,-9.917012584517084E-4
lunas,-7.84001486975171E-4
lunatic,-0.0019523032820335416
lunch,4.597805110183511E-4
lunchbox,-7.84001486975171E-4
lung,-0.001051861245719923
lunge,-7.84001486975171E-4
lunges,-0.0017879133457823439
lungs,-0.0014025117020763493
lurches,-9.27648746263565E-4
lust,-0.0014875974070639613
luther,-0.0015283657247278082
luv,-0.0011628834778207966
luxe,-8.588332269309376E-4
luxury,-0.0013579719608438582
ly,-7.84001486975171E-4
lyin,-0.0014025117020763493
lying,-0.0034781959685418152
lyle,-0.0017531879115482531
lyndon,-7.84001486975171E-4
lynn,-0.0022994110536629455
lynx,-9.27648746263565E-4
lyrics,-8.588332269309376E-4
m,-0.004614007541241658
m.,0.003925262173246959
ma,0.002135044369228597
maam,0.008565501068263273
mac,-0.0019205505199999051
mace,-9.27648746263565E-4
mach,0.003925262173246959
machete,-8.588332269309376E-4
machine,9.207938862422938E-4
machinery,-9.917012584517084E-4
machines,0.002956666323640305
macho,-0.0011087624989792283
mack,0.005369091670610345
macks,-8.588332269309376E-4
macleod,-0.0012145958963774527
mad,0.008773872649356083
madam,0.010839923355529085
madame,-0.001644620943519138
made,-0.004450853079884432
madeleine,-0.0011628834778207966
mademoiselle,-0.0011628834778207966
madison,-8.588332269309376E-4
madly,-0.001051861245719923
madman,-0.001445680396069259
madness,-0.0019523032820335416
madonna,-9.27648746263565E-4
madre,-7.84001486975171E-4
madrigal,-9.917012584517084E-4
mafia,-0.001606803594003305
magazine,-8.769629425856643E-4
magazines,-0.0015283657247278082
maggie,0.0062755176624402845
maggies,-7.84001486975171E-4
maggots,-9.917012584517084E-4
magic,-0.0029549407786457673
magical,-0.0014875974070639613
magically,-7.84001486975171E-4
magician,0.005303236503572925
magistrate,-7.84001486975171E-4
magnetic,-0.001051861245719923
magnificent,-0.0014875974070639613
magnifying,-7.84001486975171E-4
magnitude,-7.84001486975171E-4
magnus,0.006409890313180304
mah,-8.588332269309376E-4
maharajah,0.00452163545779283
maid,0.004581270945178956
maiden,0.003925262173246959
maids,-9.917012584517084E-4
mail,-1.9949626607917496E-4
mailman,-8.588332269309376E-4
mailroom,-8.588332269309376E-4
main,-0.0020288591970621665
maine,-0.0012641953586989781
mainframe,-8.588332269309376E-4
mainland,-8.588332269309376E-4
mainly,-0.0014025117020763493
maintain,-0.0015283657247278082
maintained,-7.84001486975171E-4
maintenance,-0.0013579719608438582
maitre,-8.588332269309376E-4
majesty,-0.002992118776640785
majestys,-0.001445680396069259
major,-0.004353016726124922
majority,-9.917012584517084E-4
majors,-7.84001486975171E-4
make,-0.002816038043022452
make-up,-0.0015283657247278082
makeover,-7.84001486975171E-4
maker,-0.0014025117020763493
makers,-7.84001486975171E-4
makes,3.3804730932692516E-5
makeshift,-8.588332269309376E-4
makeup,0.00472468724399277
makin,0.01297455937225945
making,0.002177061787953169
malakai,-9.27648746263565E-4
malbin,-0.001606803594003305
malcolm,-0.0021038963168498615
male,-0.002479571828848026
males,-9.917012584517084E-4
malfunction,-9.27648746263565E-4
malibu,-0.0017879133457823439
malice,-8.588332269309376E-4
malicious,-7.84001486975171E-4
mall,-0.001606803594003305
mallory,-0.002670645982396667
mallorys,-7.84001486975171E-4
malloy,-0.0011087624989792283
malt,-8.588332269309376E-4
maltese,-7.84001486975171E-4
mam,-0.0012641953586989781
mama,0.007936451446536007
mamas,0.009065120242900265
mamma,-0.0012145958963774527
man,-0.006714408180372106
manage,0.0018815862096283969
managed,0.0012457533773569463
management,-0.0014025117020763493
manager,-0.0031170501392558812
managers,-7.84001486975171E-4
manages,-0.0023522923826701393
managing,-8.588332269309376E-4
mandate,-9.917012584517084E-4
mandoma,-7.84001486975171E-4
maneuver,0.003925262173246959
maneuvering,0.007178461843565956
maneuvers,-9.917012584517084E-4
manhattan,-0.0029130067677900664
manhattans,-7.84001486975171E-4
manhood,-9.27648746263565E-4
maniac,-0.0015283657247278082
manic,-8.588332269309376E-4
mankind,-0.0012641953586989781
manly,-9.917012584517084E-4
manner,-0.0022452859409609386
manners,-0.0015283657247278082
manning,-0.001445680396069259
manny,-0.0028272766673376644
manolo,-9.27648746263565E-4
manooj,-0.0015680749461160909
manray,-0.0014025117020763493
mans,-0.0035593412206740664
mansion,0.008205304527980276
manson,-0.001051861245719923
mantan,-0.0025528988866283077
mantra,-7.84001486975171E-4
manual,-0.001644620943519138
manubai,-7.84001486975171E-4
manure,-7.84001486975171E-4
manuscript,-9.27648746263565E-4
manuscripts,-7.84001486975171E-4
many,-0.0024253212478128217
map,-0.0031562791825725956
mapache,-0.0019523032820335416
maple,-8.588332269309376E-4
maps,-0.0013119215385158172
mar,-7.84001486975171E-4
marais,-7.84001486975171E-4
marathon,-7.84001486975171E-4
marble,-0.0012641953586989781
marbles,-7.84001486975171E-4
marcel,-0.0012641953586989781
march,-0.0023522923826701393
marched,-9.917012584517084E-4
marches,-0.0011087624989792283
marching,-0.0013119215385158172
marcia,0.006409890313180304
marciano,-7.84001486975171E-4
marcon,-0.0021038963168498615
marcons,-7.84001486975171E-4
marcus,-0.0022177285894637087
mare,0.005303236503572925
marengay,-0.0011628834778207966
margaret,-0.004252842824968531
margarets,-9.27648746263565E-4
margarita,-0.001051861245719923
marge,-0.001051861245719923
margie,-0.0012145958963774527
maria,-0.0030167509290611933
mariachi,-0.0013119215385158172
marian,-0.0022994110536629455
maricon,0.007178461843565956
marie,-0.0012145958963774527
marijuana,-0.001644620943519138
marilyn,-9.27648746263565E-4
marines,-0.0014025117020763493
mario,-9.27648746263565E-4
marion,0.008239558391598447
marital,0.005801902198254598
maritime,-8.588332269309376E-4
marjorie,-9.27648746263565E-4
mark,-6.8672716803668E-4
marked,0.0013303602125769426
marker,-9.917012584517084E-4
market,-9.119833548691982E-4
markings,-9.917012584517084E-4
marks,-0.0022177285894637087
marksman,-7.84001486975171E-4
marla,-0.0016815884785703846
marlene,-0.0014875974070639613
marlon,-0.001644620943519138
marnie,-0.0012145958963774527
marriage,-2.821778311192176E-4
marriages,-8.588332269309376E-4
married,-0.002225348010005956
marries,-9.27648746263565E-4
marron,-0.0014025117020763493
marry,0.006977738732650792
marrying,-0.0018554167201464764
mars,-0.003097249663298543
marsellus,-0.0017177610659257223
marsh,-0.0027388688137864412
marsha,-9.27648746263565E-4
marshal,-0.0015680749461160909
marshall,-0.002044607187941813
marshs,-0.0015283657247278082
martha,-0.0013579719608438582
marthas,-7.84001486975171E-4
martial,-0.0015680749461160909
martin,-0.003233312508083465
martini,-0.0014875974070639613
marty,0.017896221591394024
martyr,-9.27648746263565E-4
maru,-8.588332269309376E-4
marvel,0.015140925174081957
marveling,-8.588332269309376E-4
marvelous,-0.001606803594003305
marvin,-0.0014875974070639613
mary,-0.004488806151374
maryland,-9.917012584517084E-4
marylin,-0.0026006366725066657
marys,-0.0018882642823354764
mascot,-8.588332269309376E-4
mash,-7.84001486975171E-4
mask,0.0010355503161572743
maskala,-7.84001486975171E-4
masked,-0.0017177610659257223
masks,-0.0014875974070639613
mason,2.471831824174552E-4
mass,2.471831824174552E-4
massachusetts,-7.84001486975171E-4
massacre,-0.0011087624989792283
massage,-0.001644620943519138
massages,-7.84001486975171E-4
masses,-8.588332269309376E-4
massey,-0.0017879133457823439
massive,-0.002132923474940684
mast,-0.0011087624989792283
master,-0.004257977473040008
masterpiece,-8.588332269309376E-4
masters,0.00472468724399277
masturbation,-8.588332269309376E-4
match,-0.0016996447523821084
matches,-0.0017879133457823439
matching,-9.27648746263565E-4
mate,-0.0019205505199999051
material,-0.0025286925071460217
materials,-9.917012584517084E-4
mates,-8.588332269309376E-4
math,-0.00201430887192669
mathematical,-9.917012584517084E-4
mathematics,-8.588332269309376E-4
mating,-7.84001486975171E-4
matrix,-0.001606803594003305
matt,-0.0011087624989792283
matter,-0.005429357522253377
matter-of-fact,-0.0011087624989792283
mattered,-0.0011087624989792283
matters,-8.41495556553939E-4
matthews,-0.0011087624989792283
mattress,-0.0013579719608438582
mature,-0.0012641953586989781
mau,-9.27648746263565E-4
mau-maus,-9.917012584517084E-4
maura,-8.588332269309376E-4
mauricio,-7.84001486975171E-4
max,0.03797699501150852
maximum,-0.0013579719608438582
maxs,0.014675016065190923
may,-0.002299757023317282
maybe,-0.0018954719633739563
mayhem,0.0032392990570812665
mayhew,-9.27648746263565E-4
mayor,0.002724248409641488
mayors,-0.0013119215385158172
maze,-9.917012584517084E-4
mc,-9.27648746263565E-4
mccabe,-0.0014025117020763493
mccall,-9.917012584517084E-4
mccaskey,-9.917012584517084E-4
mccauley,-7.84001486975171E-4
mcconnell,-0.001051861245719923
mcconnelly,-7.84001486975171E-4
mccoy,-0.0023260018424055423
mccullen,-0.002504252457750369
mcculloch,-8.588332269309376E-4
mcdonalds,-8.588332269309376E-4
mcginty,-7.84001486975171E-4
mcp,-0.0012641953586989781
mcu,0.027889677739288913
me,-0.003236623026738003
mead,-0.0013579719608438582
meal,4.1608216404427753E-4
meals,-9.27648746263565E-4
mean,-7.701776481090487E-4
meaning,-0.0028704612658579784
meaningful,-0.0012145958963774527
meaningless,-0.0013119215385158172
means,-0.00429817230670409
meant,-0.0033787413975917826
meantime,-0.0017177610659257223
meanwhile,-5.398551040271306E-4
measure,-0.0018554167201464764
measures,-0.0012641953586989781
meat,-0.0013914464843649695
meatloaf,-9.917012584517084E-4
meaty,-7.84001486975171E-4
mebbe,0.00452163545779283
mecca,-9.27648746263565E-4
mechanic,-0.0011628834778207966
mechanical,-0.0016815884785703846
mechanics,-0.0012145958963774527
mechanism,-0.001051861245719923
mecklen,-9.27648746263565E-4
med,-0.0012641953586989781
medal,0.0030487904415905033
medallion,-0.0012641953586989781
medals,-7.84001486975171E-4
medda,0.009065120242900265
medford,-7.84001486975171E-4
media,-0.0015680749461160909
medic,-0.0011087624989792283
medical,-0.003507180866206774
medically,-7.84001486975171E-4
medication,-0.0015283657247278082
medicine,-0.0025286925071460217
medieval,-7.84001486975171E-4
mediocre,-9.917012584517084E-4
mediocrity,-8.588332269309376E-4
meditation,-8.588332269309376E-4
medium,-0.0012641953586989781
meeks,-0.002132923474940684
meet,7.429395845916845E-4
meeta,-0.0011087624989792283
meeting,-4.669875841761877E-4
meetings,-0.001445680396069259
meets,-0.0018219774740905396
meg,-7.84001486975171E-4
megan,-9.27648746263565E-4
mehlor,-8.588332269309376E-4
mehn,-0.0019205505199999051
mein,-0.0012145958963774527
mel,-0.0011628834778207966
melee,-7.84001486975171E-4
melt,-0.0014025117020763493
melted,0.005801902198254598
melting,-0.001051861245719923
melts,0.00452163545779283
member,-0.0027834232258098705
members,5.356332140558831E-4
membership,-7.84001486975171E-4
memo,-0.001051861245719923
memoir,-8.588332269309376E-4
memoirs,0.007178461843565956
memorial,0.005801902198254598
memories,-0.0021898248199442873
memorize,-7.84001486975171E-4
memorized,-8.588332269309376E-4
memory,-0.003382130260481155
memphis,-0.0013119215385158172
men,-0.005828973593712626
menace,-0.0014025117020763493
menacing,-9.917012584517084E-4
mend,-9.27648746263565E-4
mendoza,-9.917012584517084E-4
mens,-0.001606803594003305
